支付者UIN,使用者UIN,操作者UIN,产品名称,子产品名称,计费模式,交易类型,订单ID,交易ID,关联单据ID,扣费时间,开始使用时间,结束使用时间,资源ID,实例名称,实例类型,配置属性,项目名称,国内国际,地域,可用区,组件类型,组件名称,价格属性,刊例价,优惠后单价,价格单位,用量,用量单位,使用时长,时长单位,原始用量/时长,抵扣用量/时长(含资源包),原价(元),预留实例抵扣原价(元),预留实例抵扣时长,节省计划抵扣金额,节省计划抵扣率,节省计划抵扣原价(元),折扣率,混合折扣率,优惠后总价(元),优惠券支付(元),赠送金支付(元),分成金支付(元),现金支付(元),备注属性,计算规则说明,计费规则,产品编码,子产品编码,组件类型编码,组件编码,账单记录ID,地域编码,可用区编码,优惠对象,优惠类型,优惠内容,账单月
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260810014128910972322	","","2026-08-10 14:09:22","2026-08-10 11:00:00","2026-08-10 11:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","137.93300000","1000token","1.00000000","小时","-","-","2.75866000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","2.75866000","0.00000000","0.00000000","0.00000000","2.75866000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2086698025320726534","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260810014128842579982	","","2026-08-10 13:15:41","2026-08-10 10:00:00","2026-08-10 10:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","0.11000000","1000token","1.00000000","小时","-","-","0.00022000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00022000","0.00000000","0.00000000","0.00000000","0.00022000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2086684449529143300","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260810014128842579982	","","2026-08-10 13:15:41","2026-08-10 10:00:00","2026-08-10 10:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","8.79100000","1000token","1.00000000","小时","-","-","0.17582000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.17582000","0.00000000","0.00000000","0.00000000","0.17582000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2086684449529143301","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260810014128842579982	","","2026-08-10 13:15:41","2026-08-10 10:00:00","2026-08-10 10:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","1.89300000","1000token","1.00000000","小时","-","-","0.18930000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.18930000","0.00000000","0.00000000","0.00000000","0.18930000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2086684449529143302","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260815014136642005422	","","2026-08-15 00:15:36","2026-08-14 21:00:00","2026-08-14 21:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","1224.84000000","1000token","1.00000000","小时","-","-","2.44968000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","2.44968000","0.00000000","0.00000000","0.00000000","2.44968000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2088299928177754114","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260815014136642005422	","","2026-08-15 00:15:36","2026-08-14 21:00:00","2026-08-14 21:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","6.04500000","1000token","1.00000000","小时","-","-","0.60450000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.60450000","0.00000000","0.00000000","0.00000000","0.60450000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2088299928177754116","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260815014136642005422	","","2026-08-15 00:15:36","2026-08-14 21:00:00","2026-08-14 21:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","548.10400000","1000token","1.00000000","小时","-","-","10.96208000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","10.96208000","0.00000000","0.00000000","0.00000000","10.96208000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2088299928177754115","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260826014157550388692	","","2026-08-26 21:09:27","2026-08-26 18:00:00","2026-08-26 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","456.57600000","1000token","1.00000000","小时","-","-","0.91315200","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.91315200","0.00000000","0.00000000","0.00000000","0.91315200","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2092602102781321218","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260826014157623521752	","","2026-08-26 22:09:38","2026-08-26 19:00:00","2026-08-26 19:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","627.03400000","1000token","1.00000000","小时","-","-","12.54068000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","12.54068000","0.00000000","0.00000000","0.00000000","12.54068000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2092617208847933443","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260826014157550388692	","","2026-08-26 21:09:27","2026-08-26 18:00:00","2026-08-26 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","1002.38300000","1000token","1.00000000","小时","-","-","20.04766000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","20.04766000","0.00000000","0.00000000","0.00000000","20.04766000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2092602102781321219","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260826014157550388692	","","2026-08-26 21:09:27","2026-08-26 18:00:00","2026-08-26 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","1.67800000","1000token","1.00000000","小时","-","-","0.16780000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.16780000","0.00000000","0.00000000","0.00000000","0.16780000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2092602102781321220","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260826014157623521752	","","2026-08-26 22:09:38","2026-08-26 19:00:00","2026-08-26 19:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","0.30500000","1000token","1.00000000","小时","-","-","0.03050000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.03050000","0.00000000","0.00000000","0.00000000","0.03050000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2092617208847933444","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260826014157623521752	","","2026-08-26 22:09:38","2026-08-26 19:00:00","2026-08-26 19:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","191.74200000","1000token","1.00000000","小时","-","-","0.38348400","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.38348400","0.00000000","0.00000000","0.00000000","0.38348400","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2092617208847933442","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141542314272	","","2026-08-17 19:13:26","2026-08-17 16:00:00","2026-08-17 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","25.07700000","1000token","1.00000000","小时","-","-","2.50770000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","2.50770000","0.00000000","0.00000000","0.00000000","2.50770000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2089311377868857348","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141542314272	","","2026-08-17 19:13:26","2026-08-17 16:00:00","2026-08-17 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","21549.66300000","1000token","1.00000000","小时","-","-","43.09932600","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","43.09932600","0.00000000","0.00000000","0.00000000","43.09932600","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2089311377868857346","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260818014142867819782	","","2026-08-18 13:15:48","2026-08-18 10:00:00","2026-08-18 10:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","0.10900000","1000token","1.00000000","小时","-","-","0.00218000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00218000","0.00000000","0.00000000","0.00000000","0.00218000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2089583453456048133","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260818014142867819782	","","2026-08-18 13:15:48","2026-08-18 10:00:00","2026-08-18 10:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","0.53300000","1000token","1.00000000","小时","-","-","0.05330000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.05330000","0.00000000","0.00000000","0.00000000","0.05330000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2089583453456048134","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141394883012	","","2026-08-17 17:09:30","2026-08-17 14:00:00","2026-08-17 14:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","5059.16400000","1000token","1.00000000","小时","-","-","10.11832800","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","10.11832800","0.00000000","0.00000000","0.00000000","10.11832800","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2089279938711920642","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141470113772	","","2026-08-17 18:15:34","2026-08-17 15:00:00","2026-08-17 15:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","15.24800000","1000token","1.00000000","小时","-","-","1.52480000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","1.52480000","0.00000000","0.00000000","0.00000000","1.52480000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2089296540765798404","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141614117772	","","2026-08-17 20:15:36","2026-08-17 17:00:00","2026-08-17 17:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","0.45500000","1000token","1.00000000","小时","-","-","0.04550000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.04550000","0.00000000","0.00000000","0.00000000","0.04550000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2089326726147481604","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141614117772	","","2026-08-17 20:15:36","2026-08-17 17:00:00","2026-08-17 17:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","219.46700000","1000token","1.00000000","小时","-","-","4.38934000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","4.38934000","0.00000000","0.00000000","0.00000000","4.38934000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2089326726147481603","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141614117772	","","2026-08-17 20:15:36","2026-08-17 17:00:00","2026-08-17 17:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","992.84800000","1000token","1.00000000","小时","-","-","1.98569600","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","1.98569600","0.00000000","0.00000000","0.00000000","1.98569600","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2089326726147481602","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141470113772	","","2026-08-17 18:15:34","2026-08-17 15:00:00","2026-08-17 15:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","70.18900000","1000token","1.00000000","小时","-","-","1.40378000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","1.40378000","0.00000000","0.00000000","0.00000000","1.40378000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2089296540765798403","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141398409082	","","2026-08-17 17:15:53","2026-08-17 14:00:00","2026-08-17 14:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","716.33300000","1000token","1.00000000","小时","-","-","14.32666000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","14.32666000","0.00000000","0.00000000","0.00000000","14.32666000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2089281463739498498","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141470113772	","","2026-08-17 18:15:34","2026-08-17 15:00:00","2026-08-17 15:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","17294.84800000","1000token","1.00000000","小时","-","-","34.58969600","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","34.58969600","0.00000000","0.00000000","0.00000000","34.58969600","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2089296540765798402","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141687189762	","","2026-08-17 21:15:51","2026-08-17 18:00:00","2026-08-17 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","9.55300000","1000token","1.00000000","小时","-","-","0.95530000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.95530000","0.00000000","0.00000000","0.00000000","0.95530000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2089341858336751620","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141687189762	","","2026-08-17 21:15:51","2026-08-17 18:00:00","2026-08-17 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","299.13900000","1000token","1.00000000","小时","-","-","5.98278000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","5.98278000","0.00000000","0.00000000","0.00000000","5.98278000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2089341858336751619","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141687189762	","","2026-08-17 21:15:51","2026-08-17 18:00:00","2026-08-17 18:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","780.59000000","1000token","1.00000000","小时","-","-","1.56118000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","1.56118000","0.00000000","0.00000000","0.00000000","1.56118000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2089341858336751618","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141398409082	","","2026-08-17 17:15:53","2026-08-17 14:00:00","2026-08-17 14:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Output","-","0.10000000","0.10000000","元/1000token/小时","4.96300000","1000token","1.00000000","小时","-","-","0.49630000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.49630000","0.00000000","0.00000000","0.00000000","0.49630000","serialId: 233ee7a34b327ee0832df3ba91261834;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_output","2089281463739498499","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260817014141542314272	","","2026-08-17 19:13:26","2026-08-17 16:00:00","2026-08-17 16:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Input","-","0.02000000","0.02000000","元/1000token/小时","1430.59300000","1000token","1.00000000","小时","-","-","28.61186000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","28.61186000","0.00000000","0.00000000","0.00000000","28.61186000","serialId: 8254d2055c97fb0e75adf1bdec4d3452;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_input","2089311377868857347","1","100001","","","","2026-08	"
"100048741014	","100048741014	","100048741014	","TokenHub","第三方大模型_后付费","按量计费","按量计费小时结","-	","20260803014116934126232	","","2026-08-03 17:09:27","2026-08-03 14:00:00","2026-08-03 14:59:59","kimi-k3","","-","apiKeyId:ak-20260629-132d9a7452713190701047fcf51cf2e8","默认项目","国内","华南地区（广州）","广州一区","Kimi K3","Kimi K3 Cache","-","0.00200000","0.00200000","元/1000token/小时","0.22000000","1000token","1.00000000","小时","-","-","0.00044000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","1.00000000","1.00000000","0.00044000","0.00000000","0.00000000","0.00000000","0.00044000","serialId: 893ca27ea9825066d991e332a28a7137;","-","","p_lmp","sp_lmp_tplm_postpay","v_lmp_tplm_postpay_kimi_k3","sv_lmp_tplm_postpay_kimi_k3_cache","2084206611953885189","1","100001","","","","2026-08	"
